frequency_hz,amplitude
9.221000000000000227e+02,5.800447930546624373e-03
9.222000000000000455e+02,3.812358990850946063e-03
9.223000000000000682e+02,5.724029726839904506e-03
9.224000000000000909e+02,4.173121888069107090e-03
9.225000000000000000e+02,1.765413990770903652e-03
9.226000000000000227e+02,4.381825249954242850e-03
9.227000000000000455e+02,6.138288130954488997e-03
9.228000000000000682e+02,6.325460713647968608e-03
9.229000000000000909e+02,1.985681713609901197e-03
9.230000000000000000e+02,2.210770670849314390e-03
9.231000000000000227e+02,3.857761550212559891e-03
9.232000000000000455e+02,1.997306379069509197e-03
9.233000000000000682e+02,1.166006570814275001e-03
9.234000000000000909e+02,4.156072161289574816e-03
9.235000000000000000e+02,1.470439171097879388e-03
9.236000000000000227e+02,3.491031371703207185e-03
9.237000000000000455e+02,4.318150622250843500e-03
9.238000000000000682e+02,6.400381206296355992e-03
9.239000000000000909e+02,4.792310250539616109e-03
9.240000000000000000e+02,6.106426729584881093e-03
9.241000000000000227e+02,6.194371407797535922e-03
9.242000000000000455e+02,2.796146791866494907e-03
9.243000000000000682e+02,6.210863925673126319e-03
9.244000000000000909e+02,3.267641204391881406e-03
9.245000000000000000e+02,6.717535937279021929e-03
9.246000000000000227e+02,5.087842682986113384e-03
9.247000000000000455e+02,1.739991790324000665e-03
9.248000000000000682e+02,2.617699452084574444e-03
9.249000000000000909e+02,3.161995603405988713e-03
9.250000000000000000e+02,5.076298594691255363e-03
9.251000000000000227e+02,6.614173176359117515e-03
9.252000000000000455e+02,1.856456186086310241e-03
9.253000000000000682e+02,4.728963360712707190e-03
9.254000000000000909e+02,8.938371521956615592e-03
9.255000000000000000e+02,6.583796966133283017e-03
9.256000000000000227e+02,5.487719435286788662e-03
9.257000000000000455e+02,6.953473829993073348e-03
9.258000000000000682e+02,7.817658337674811622e-03
9.259000000000000909e+02,1.443361868424781515e-03
9.260000000000000000e+02,1.486743587868581727e-03
9.261000000000000227e+02,2.965438084733729076e-04
9.262000000000000455e+02,7.544960974185115250e-03
9.263000000000000682e+02,3.514253922250138839e-03
9.264000000000000909e+02,6.261122291728829937e-04
9.265000000000000000e+02,3.224312437275012218e-03
9.266000000000000227e+02,5.419183054289242532e-03
9.267000000000000455e+02,1.438507489033284030e-03
9.268000000000000682e+02,4.327361163532853112e-03
9.269000000000000909e+02,7.722601878671581620e-03
9.270000000000000000e+02,7.304238440641045360e-04
9.271000000000000227e+02,5.608831473690250972e-03
9.272000000000000455e+02,4.138978959132935155e-03
9.273000000000000682e+02,1.721316365531618073e-03
9.274000000000000909e+02,2.807899741844623043e-03
9.275000000000000000e+02,4.046005825021804433e-03
9.276000000000000227e+02,5.719581069732478963e-03
9.277000000000000455e+02,2.271540726823371732e-03
9.278000000000000682e+02,7.973718517250181353e-03
9.279000000000000909e+02,2.073759646097354976e-03
9.280000000000000000e+02,2.781294181105943304e-03
9.281000000000000227e+02,3.785797068313080486e-03
9.282000000000000455e+02,6.338938514066771480e-03
9.283000000000000682e+02,4.907349944403661263e-03
9.284000000000000909e+02,2.380565519746772381e-03
9.285000000000000000e+02,3.653183291826791416e-03
9.286000000000000227e+02,1.020126627192025591e-02
9.287000000000000455e+02,6.677563623518272679e-03
9.288000000000000682e+02,4.335419007260762382e-03
9.289000000000000909e+02,4.976585552633528732e-03
9.290000000000000000e+02,6.620105353174044090e-03
9.291000000000000227e+02,2.736074616429227772e-03
9.292000000000000455e+02,7.751385551508460821e-03
9.293000000000000682e+02,5.343931568909978704e-03
9.294000000000000909e+02,6.668034664570330824e-03
9.295000000000000000e+02,3.438841413374093409e-03
9.296000000000000227e+02,2.827079669096484085e-03
9.297000000000000455e+02,4.425517333890668058e-03
9.298000000000000682e+02,5.199143275702072103e-03
9.299000000000000909e+02,2.668562077019463914e-03
9.300000000000000000e+02,5.166637096081861183e-03
9.301000000000000227e+02,6.237498630790580534e-03
9.302000000000000455e+02,1.709402493333067813e-03
9.303000000000000682e+02,4.782046503587555203e-03
9.304000000000000909e+02,6.205810232893736386e-03
9.305000000000000000e+02,4.058674880685288547e-03
9.306000000000000227e+02,3.834798556872319030e-03
9.307000000000000455e+02,4.439408950849778844e-03
9.308000000000000682e+02,5.513691383125953957e-03
9.309000000000000909e+02,5.675638049824753041e-04
9.310000000000000000e+02,6.094264504320016582e-03
9.311000000000000227e+02,7.068430252161190044e-03
9.312000000000000455e+02,4.178315493899831777e-03
9.313000000000000682e+02,4.302718185967621158e-03
9.314000000000000909e+02,7.643403973205194386e-03
9.315000000000000000e+02,2.525315559441864127e-03
9.316000000000000227e+02,6.687871593269146230e-03
9.317000000000000455e+02,1.325450161797762406e-03
9.318000000000000682e+02,2.722260497416242962e-03
9.319000000000000909e+02,1.484792188712678483e-03
9.320000000000000000e+02,5.849629939219966844e-03
9.321000000000000227e+02,3.726008010461964465e-03
9.322000000000000455e+02,1.970107581723082920e-03
9.323000000000000682e+02,3.326605215665424595e-03
9.324000000000000909e+02,1.239403421684865184e-02
9.325000000000000000e+02,1.209904726551657914e-02
9.326000000000000227e+02,5.589502099722695044e-03
9.327000000000000455e+02,6.570173546624387580e-03
9.328000000000000682e+02,5.698449439742404345e-03
9.329000000000000909e+02,2.776602198788113551e-03
9.330000000000000000e+02,2.017518761249241423e-03
9.331000000000000227e+02,5.034367323587553983e-03
9.332000000000000455e+02,7.082814375996476786e-03
9.333000000000000682e+02,6.053407398150650702e-03
9.334000000000000909e+02,5.698482500201228033e-03
9.335000000000000000e+02,4.448225846470773778e-03
9.336000000000000227e+02,5.179240662655675009e-03
9.337000000000000455e+02,2.738091311992682346e-03
9.338000000000000682e+02,3.398834680302361636e-03
9.339000000000000909e+02,8.247573739816523595e-04
9.340000000000000000e+02,3.946374750519771220e-03
9.341000000000000227e+02,3.806353453581760426e-03
9.342000000000000455e+02,5.433828461853805990e-03
9.343000000000000682e+02,4.142185633745409067e-03
9.344000000000000909e+02,3.857830831755385947e-03
9.345000000000000000e+02,4.279598251402091762e-03
9.346000000000000227e+02,1.893161740905458922e-03
9.347000000000000455e+02,3.809032371583437153e-03
9.348000000000000682e+02,7.468166822294569282e-03
9.349000000000000909e+02,1.734865550768780991e-03
9.350000000000000000e+02,1.469057938728760481e-03
9.351000000000000227e+02,6.190549049657154308e-03
9.352000000000000455e+02,1.554553300904671807e-03
9.353000000000000682e+02,7.206363433572893218e-03
9.354000000000000909e+02,2.167476468289521088e-03
9.355000000000000000e+02,3.566173938277149291e-03
9.356000000000000227e+02,1.090269116992721547e-02
9.357000000000000455e+02,1.344261513224046488e-02
9.358000000000000682e+02,9.736351778933687376e-03
9.359000000000000909e+02,1.643045127548634727e-03
9.360000000000000000e+02,2.822493748559873512e-03
9.361000000000000227e+02,4.200723468105694788e-03
9.362000000000000455e+02,3.781991415878094179e-04
9.363000000000000682e+02,1.814756579326798607e-03
9.364000000000000909e+02,5.443862382951907865e-03
9.365000000000000000e+02,3.394695402356359259e-03
9.366000000000000227e+02,7.178836570359010960e-03
9.367000000000000455e+02,4.383175577346076768e-03
9.368000000000000682e+02,3.436862388743957327e-03
9.369000000000000909e+02,4.072780802264075288e-03
9.370000000000000000e+02,4.841687590940030317e-03
9.371000000000000227e+02,2.720426831867619674e-03
9.372000000000000455e+02,4.088642502320202765e-03
9.373000000000000682e+02,4.436018485557642610e-03
9.374000000000000909e+02,2.439137230942574602e-03
9.375000000000000000e+02,2.435433326046869060e-03
9.376000000000000227e+02,1.230770349552474073e-02
9.377000000000000455e+02,6.165830635270768030e-03
9.378000000000000682e+02,4.222754194751940707e-03
9.379000000000000909e+02,8.352771291839554413e-03
9.380000000000000000e+02,5.719702106446448997e-03
9.381000000000000227e+02,2.010157252853996251e-03
9.382000000000000455e+02,6.014794099973823881e-03
9.383000000000000682e+02,7.709010189763500567e-03
9.384000000000000909e+02,2.714658262855182500e-03
9.385000000000000000e+02,3.886845129113646741e-03
9.386000000000000227e+02,6.111708080597945403e-03
9.387000000000000455e+02,8.272336051538174695e-03
9.388000000000000682e+02,1.345916039439678039e-03
9.389000000000000909e+02,4.526532512051717645e-03
9.390000000000000000e+02,4.275740820515476839e-03
9.391000000000000227e+02,4.629118125844959228e-03
9.392000000000000455e+02,4.589231307757786309e-03
9.393000000000000682e+02,5.622500653001345598e-03
9.394000000000000909e+02,7.385565045630380736e-03
9.395000000000000000e+02,5.406553086613243193e-03
9.396000000000000227e+02,5.511537129768864438e-03
9.397000000000000455e+02,1.147152166940554070e-03
9.398000000000000682e+02,4.134572131131504513e-03
9.399000000000000909e+02,1.522494316008709322e-03
9.400000000000000000e+02,5.721294710658213732e-03
9.401000000000000227e+02,8.534658203460880610e-03
9.402000000000000455e+02,2.503449835220569828e-03
9.403000000000000682e+02,5.973060067705707014e-03
9.404000000000000909e+02,2.582643208535275771e-03
9.405000000000000000e+02,9.768662535756983054e-03
9.406000000000000227e+02,9.364423345952667746e-03
9.407000000000000455e+02,2.547207157100196684e-03
9.408000000000000682e+02,6.271991427399505742e-03
9.409000000000000909e+02,2.854496348577753237e-03
9.410000000000000000e+02,4.592341402092340978e-03
9.411000000000000227e+02,5.527950001067784974e-03
9.412000000000000455e+02,2.822252932081613635e-03
9.413000000000000682e+02,7.189861536090052206e-03
9.414000000000000909e+02,1.689334260390346022e-03
9.415000000000000000e+02,6.834533682767967439e-03
9.416000000000000227e+02,2.400779981086778245e-03
9.417000000000000455e+02,5.650261335029787071e-03
9.418000000000000682e+02,8.487175987210384201e-03
9.419000000000000909e+02,3.859938094256203794e-03
9.420000000000000000e+02,3.614967143626640275e-03
9.421000000000000227e+02,3.442081991782242317e-03
9.422000000000000455e+02,2.825553139816589475e-03
9.423000000000000682e+02,2.410710797227064682e-03
9.424000000000000909e+02,4.215897696644758073e-03
9.425000000000000000e+02,6.309954260722403299e-03
9.426000000000000227e+02,8.793413623261338297e-03
9.427000000000000455e+02,1.972923946969345945e-03
9.428000000000000682e+02,1.853971708951835436e-03
9.429000000000000909e+02,3.168693697380067960e-03
9.430000000000000000e+02,1.992777473062341299e-03
9.431000000000000227e+02,9.355150394151502680e-03
9.432000000000000455e+02,1.324493533359953363e-03
9.433000000000000682e+02,7.445148987417069507e-03
9.434000000000000909e+02,2.190819122251137265e-03
9.435000000000000000e+02,6.806341040146123879e-03
9.436000000000000227e+02,3.103763640376048898e-03
9.437000000000000455e+02,2.374912524311685504e-03
9.438000000000000682e+02,2.840563583169669615e-03
9.439000000000000909e+02,4.946158437467596848e-03
9.440000000000000000e+02,6.078425761598387801e-03
9.441000000000000227e+02,1.696243036673555091e-03
9.442000000000000455e+02,5.301700046491358842e-03
9.443000000000000682e+02,4.829224973105538006e-03
9.444000000000000909e+02,5.557736394914566946e-03
9.445000000000000000e+02,7.459666359651231753e-03
9.446000000000000227e+02,4.531207657659866439e-03
9.447000000000000455e+02,5.955338310593899682e-03
9.448000000000000682e+02,8.195675440200755543e-03
9.449000000000000909e+02,3.492567939495773953e-03
9.450000000000000000e+02,3.604379037317418256e-03
9.451000000000000227e+02,3.049765546099908204e-03
9.452000000000000455e+02,8.221194600988992324e-03
9.453000000000000682e+02,1.649878467358277968e-03
9.454000000000000909e+02,5.022103009399010200e-03
9.455000000000000000e+02,4.362942679686294956e-03
9.456000000000000227e+02,5.999474299283205289e-03
9.457000000000000455e+02,4.792908739366874386e-03
9.458000000000000682e+02,6.616710864875368844e-03
9.459000000000000909e+02,2.545846469473122316e-03
9.460000000000000000e+02,2.272923171182294078e-03
9.461000000000000227e+02,3.024008596490724773e-03
9.462000000000000455e+02,9.735726387871751963e-04
9.463000000000000682e+02,3.728507963948308589e-03
9.464000000000000909e+02,1.883436211870556523e-03
9.465000000000000000e+02,3.741080095963085928e-03
9.466000000000000227e+02,6.990926220710664760e-03
9.467000000000000455e+02,7.797523216892116894e-03
9.468000000000000682e+02,4.424243276042744664e-03
9.469000000000000909e+02,9.217650376957936195e-03
9.470000000000000000e+02,4.235805594230402336e-03
9.471000000000000227e+02,8.386870002981432204e-03
9.472000000000000455e+02,3.231464677079194225e-03
9.473000000000000682e+02,5.278393562237284654e-03
9.474000000000000909e+02,7.000354209567047174e-03
9.475000000000000000e+02,2.008156845080127928e-03
9.476000000000000227e+02,5.384009144931086593e-03
9.477000000000000455e+02,1.758778407383426810e-03
9.478000000000000682e+02,2.880586810889501463e-03
9.479000000000000909e+02,3.207636859329745637e-03
9.480000000000000000e+02,4.327445753611269819e-03
9.481000000000000227e+02,4.079977640037400072e-03
9.482000000000000455e+02,7.324351816350387241e-03
9.483000000000000682e+02,3.070125475331276447e-03
9.484000000000000909e+02,6.941163468635230642e-03
9.485000000000000000e+02,3.218922830852520827e-03
9.486000000000000227e+02,4.886593874440192838e-03
9.487000000000000455e+02,2.704781980441826536e-03
9.488000000000000682e+02,4.851142985570927081e-03
9.489000000000000909e+02,3.332492613614659351e-03
9.490000000000000000e+02,6.921409679768349144e-03
9.491000000000000227e+02,1.108928539982362337e-03
9.492000000000000455e+02,5.932267117050658411e-04
9.493000000000000682e+02,2.343465168307108572e-03
9.494000000000000909e+02,1.953330892969078539e-03
9.495000000000000000e+02,2.322234587641385916e-03
9.496000000000000227e+02,4.621949613535500704e-04
9.497000000000000455e+02,3.353822409840366732e-03
9.498000000000000682e+02,6.765495524859384095e-03
9.499000000000000909e+02,3.090213315419062037e-03
9.500000000000000000e+02,4.849017639016985765e-03
9.501000000000000227e+02,5.671858248104042627e-03
9.502000000000000455e+02,2.322860944647094431e-03
9.503000000000000682e+02,7.430286597955676649e-03
9.504000000000000909e+02,5.888418589571968800e-03
9.505000000000000000e+02,4.615239445099382845e-03
9.506000000000000227e+02,8.285166403248543990e-03
9.507000000000000455e+02,7.763477527023237949e-03
9.508000000000000682e+02,3.752049480122126007e-03
9.509000000000000909e+02,3.823577015374704426e-03
9.510000000000000000e+02,3.272640464857904177e-03
9.511000000000000227e+02,4.232728275518123778e-03
9.512000000000000455e+02,7.839947717884529488e-03
9.513000000000000682e+02,3.031857529698391267e-03
9.514000000000000909e+02,1.730679839823785326e-03
9.515000000000000000e+02,1.887655738097740498e-03
9.516000000000000227e+02,5.729398921972415210e-03
9.517000000000000455e+02,4.263385186365953664e-03
9.518000000000000682e+02,2.364785062978260084e-03
9.519000000000000909e+02,2.866848873444815139e-03
9.520000000000000000e+02,4.557554410288048446e-03
9.521000000000000227e+02,1.212094536424301828e-03
9.522000000000000455e+02,3.931990645449745525e-03
9.523000000000000682e+02,4.085377066724234923e-03
9.524000000000000909e+02,6.573080704915728462e-03
9.525000000000000000e+02,1.116442477405613131e-03
9.526000000000000227e+02,4.456217628784941813e-03
9.527000000000000455e+02,2.711101126275004391e-03
9.528000000000000682e+02,3.418702779326410288e-03
9.529000000000000909e+02,4.699189656647972425e-03
9.530000000000000000e+02,9.158343811109971935e-03
9.531000000000000227e+02,3.634130687086312931e-03
9.532000000000000455e+02,6.890064126939620705e-03
9.533000000000000682e+02,2.073537346195137090e-03
9.534000000000000909e+02,6.561473205959979065e-03
9.535000000000000000e+02,2.386198216413659527e-03
9.536000000000000227e+02,2.216163930743106445e-03
9.537000000000000455e+02,4.571273366993170925e-03
9.538000000000000682e+02,2.781489520439926234e-03
9.539000000000000909e+02,3.987981576761679900e-03
9.540000000000000000e+02,2.800435875228301282e-03
9.541000000000000227e+02,9.788200945469010747e-03
9.542000000000000455e+02,6.280760617506027897e-03
9.543000000000000682e+02,5.821684557108032163e-03
9.544000000000000909e+02,7.393384536022925071e-03
9.545000000000000000e+02,1.583382845166454549e-03
9.546000000000000227e+02,7.068815952044361743e-03
9.547000000000000455e+02,5.737974105285548578e-04
9.548000000000000682e+02,7.329228081314142183e-04
9.549000000000000909e+02,1.480585729066873470e-03
9.550000000000000000e+02,4.969384817349390727e-03
9.551000000000000227e+02,1.445621555472581359e-03
9.552000000000000455e+02,5.329649515580175446e-03
9.553000000000000682e+02,5.983993531737122167e-03
9.554000000000000909e+02,4.533617679964312489e-03
9.555000000000000000e+02,9.420460034347460931e-03
9.556000000000000227e+02,5.558187136440792715e-03
9.557000000000000455e+02,8.586984401487234714e-03
9.558000000000000682e+02,6.520050351952508261e-03
9.559000000000000909e+02,7.778250613853397374e-03
9.560000000000000000e+02,3.980181639435862936e-03
9.561000000000000227e+02,4.175675848287117853e-03
9.562000000000000455e+02,4.271029595315249325e-03
9.563000000000000682e+02,5.442066572618405561e-03
9.564000000000000909e+02,3.424383011228897614e-03
9.565000000000000000e+02,3.080242197923671339e-03
9.566000000000000227e+02,5.840194497309845155e-03
9.567000000000000455e+02,6.862373557734393129e-03
9.568000000000000682e+02,3.961525860041150739e-03
9.569000000000000909e+02,1.478446698140536497e-03
9.570000000000000000e+02,3.543184608026195368e-03
9.571000000000000227e+02,4.610854151930960168e-03
9.572000000000000455e+02,5.019776151848336955e-03
9.573000000000000682e+02,2.759909146102337320e-03
9.574000000000000909e+02,7.057859893923244116e-03
9.575000000000000000e+02,1.408493982611279697e-03
9.576000000000000227e+02,3.908343343805713820e-03
9.577000000000000455e+02,5.160206386876388211e-03
9.578000000000000682e+02,2.897219836943667505e-03
9.579000000000000909e+02,3.103983433739086143e-03
9.580000000000000000e+02,5.488160452963181460e-03
9.581000000000000227e+02,7.496611064641940485e-03
9.582000000000000455e+02,5.441066054270781924e-03
9.583000000000000682e+02,3.460724145187841008e-03
9.584000000000000909e+02,5.858556996947427396e-03
9.585000000000000000e+02,4.837484815415607833e-03
9.586000000000000227e+02,2.982934354497305662e-03
9.587000000000000455e+02,2.320069774825880230e-03
9.588000000000000682e+02,4.203256682245736300e-03
9.589000000000000909e+02,4.695885917001044879e-03
9.590000000000000000e+02,3.732338634188858955e-03
9.591000000000000227e+02,5.013040856381261769e-03
9.592000000000000455e+02,6.194132443771240872e-03
9.593000000000000682e+02,7.429104171275108422e-03
9.594000000000000909e+02,5.954815707962394893e-03
9.595000000000000000e+02,3.866797044663114729e-03
9.596000000000000227e+02,7.993957176888003696e-03
9.597000000000000455e+02,6.295819683730723322e-03
9.598000000000000682e+02,3.279805587707320096e-03
9.599000000000000909e+02,6.402884196755107178e-03
9.600000000000000000e+02,2.989699256866585036e-03
9.601000000000000227e+02,8.287462071971648039e-03
9.602000000000000455e+02,3.646247524330578985e-03
9.603000000000000682e+02,3.021860121256090149e-03
9.604000000000000909e+02,2.464833583538676189e-03
9.605000000000000000e+02,9.593051911418631547e-03
9.606000000000000227e+02,3.871863713113095178e-03
9.607000000000000455e+02,2.718891526620405459e-03
9.608000000000000682e+02,2.565396669700581184e-03
9.609000000000000909e+02,3.970049369346917434e-03
9.610000000000000000e+02,6.277000500397273775e-04
9.611000000000000227e+02,5.303399284810813262e-03
9.612000000000000455e+02,2.675529885234418596e-03
9.613000000000000682e+02,4.070735755652564632e-03
9.614000000000000909e+02,1.702066807255579566e-03
9.615000000000000000e+02,2.914825050829154482e-03
9.616000000000000227e+02,1.970487267799651907e-04
9.617000000000000455e+02,1.060909128931182381e-02
9.618000000000000682e+02,3.418475637013724568e-03
9.619000000000000909e+02,6.788819347514810087e-03
9.620000000000000000e+02,6.569915599338059173e-03
9.621000000000000227e+02,1.116227008229475105e-02
9.622000000000000455e+02,5.034712192135701661e-03
9.623000000000000682e+02,2.894520579043147017e-03
9.624000000000000909e+02,5.014393379120231538e-03
9.625000000000000000e+02,1.585197912067905571e-03
9.626000000000000227e+02,7.500910008541643477e-03
9.627000000000000455e+02,1.034257321255864373e-03
9.628000000000000682e+02,2.978179214934028977e-03
9.629000000000000909e+02,2.605073748924429701e-03
9.630000000000000000e+02,5.485104861959580295e-03
9.631000000000000227e+02,5.431267357765134397e-03
9.632000000000000455e+02,3.047928898106963894e-03
9.633000000000000682e+02,4.258046339121220394e-03
9.634000000000000909e+02,3.029802483660137932e-04
9.635000000000000000e+02,4.157124320278327186e-03
9.636000000000000227e+02,1.712010182530699677e-03
9.637000000000000455e+02,1.004545059575635661e-02
9.638000000000000682e+02,4.914655176375290653e-03
9.639000000000000909e+02,6.108424136930796014e-03
9.640000000000000000e+02,3.890115474875798385e-03
9.641000000000000227e+02,2.474080815585020555e-03
9.642000000000000455e+02,3.275589882755315218e-03
9.643000000000000682e+02,3.775546642334748609e-03
9.644000000000000909e+02,7.814351890857282670e-03
9.645000000000000000e+02,5.468378569640675209e-03
9.646000000000000227e+02,1.878356754013981540e-03
9.647000000000000455e+02,1.574100577623319174e-04
9.648000000000000682e+02,4.244350027204940590e-03
9.649000000000000909e+02,3.007526939856347212e-03
9.650000000000000000e+02,4.919653749059061700e-03
9.651000000000000227e+02,5.871252557774235201e-03
9.652000000000000455e+02,4.681882813983894234e-03
9.653000000000000682e+02,2.907228098515051134e-03
9.654000000000000909e+02,4.606932581267732946e-03
9.655000000000000000e+02,7.490018102869224620e-03
9.656000000000000227e+02,8.566205089758789073e-04
9.657000000000000455e+02,9.226004449379441100e-03
9.658000000000000682e+02,1.260659768412715964e-03
9.659000000000000909e+02,3.824885616791320799e-03
9.660000000000000000e+02,2.526137983681138628e-03
9.661000000000000227e+02,6.327342120984168553e-03
9.662000000000000455e+02,6.366519505520443385e-03
9.663000000000000682e+02,6.120484540478643432e-03
9.664000000000000909e+02,1.945530894360272475e-03
9.665000000000000000e+02,8.431519590935592293e-03
9.666000000000000227e+02,4.505816719550690026e-03
9.667000000000000455e+02,3.439071107378358083e-03
9.668000000000000682e+02,7.264509112946251033e-03
9.669000000000000909e+02,4.621390777901497951e-03
9.670000000000000000e+02,2.873507113421667428e-03
9.671000000000000227e+02,1.693182208247411826e-03
9.672000000000000455e+02,5.318865148700150161e-03
9.673000000000000682e+02,4.496787911019092983e-03
9.674000000000000909e+02,3.706600541348272632e-03
9.675000000000000000e+02,8.002025180690611195e-03
9.676000000000000227e+02,6.788538250111802140e-03
9.677000000000000455e+02,5.582202596831021754e-03
9.678000000000000682e+02,6.465273953320612235e-03
9.679000000000000909e+02,3.213417037568229873e-03
9.680000000000000000e+02,7.320773259461953696e-03
9.681000000000000227e+02,4.574722313146590072e-03
9.682000000000000455e+02,9.264568785224150393e-03
9.683000000000000682e+02,2.804948146344405160e-03
9.684000000000000909e+02,9.995705067714438785e-03
9.685000000000000000e+02,1.145561877298465880e-03
9.686000000000000227e+02,1.578596200055640709e-03
9.687000000000000455e+02,3.852948942240834104e-03
9.688000000000000682e+02,2.786065452550429752e-03
9.689000000000000909e+02,5.820478675523085843e-03
9.690000000000000000e+02,2.816844402974917963e-03
9.691000000000000227e+02,3.698346672099571669e-03
9.692000000000000455e+02,4.473803738452895341e-03
9.693000000000000682e+02,6.676121512223536295e-03
9.694000000000000909e+02,7.616540649343745209e-03
9.695000000000000000e+02,6.237044750346704657e-03
9.696000000000000227e+02,1.945502939460592431e-03
9.697000000000000455e+02,2.853960677508087396e-03
9.698000000000000682e+02,2.842590610296674616e-03
9.699000000000000909e+02,3.282619427460433011e-03
9.700000000000000000e+02,5.901378927192117013e-03
9.701000000000000227e+02,1.044198941776188633e-02
9.702000000000000455e+02,3.894274079274001078e-03
9.703000000000000682e+02,1.149705636201584467e-03
9.704000000000000909e+02,6.237592566588531437e-03
9.705000000000000000e+02,6.639346818863986997e-03
9.706000000000000227e+02,1.887107076804701552e-03
9.707000000000000455e+02,2.100723189612829864e-03
9.708000000000000682e+02,2.939741139541071028e-03
9.709000000000000909e+02,5.839851011778010061e-03
9.710000000000000000e+02,5.443556097740208724e-03
9.711000000000000227e+02,4.045341880850521037e-03
9.712000000000000455e+02,2.854425008594627892e-03
9.713000000000000682e+02,1.281387373082918443e-03
9.714000000000000909e+02,1.954939780211055207e-03
9.715000000000000000e+02,2.032181610891676746e-03
9.716000000000000227e+02,2.834121681784328856e-03
9.717000000000000455e+02,8.219739617038739760e-03
9.718000000000000682e+02,5.872477948089290314e-03
9.719000000000000909e+02,5.011822178512223211e-03
9.720000000000000000e+02,6.658822864896846855e-03
9.721000000000000227e+02,6.440948618086379980e-03
9.722000000000000455e+02,3.794034684515871451e-04
9.723000000000000682e+02,2.562593255247110936e-03
9.724000000000000909e+02,1.996290840610491762e-03
9.725000000000000000e+02,4.914262057989922730e-03
9.726000000000000227e+02,2.700589426654777681e-03
9.727000000000000455e+02,5.774733071420432712e-03
9.728000000000000682e+02,5.717828708985369865e-03
9.729000000000000909e+02,8.033811654979391981e-03
9.730000000000000000e+02,6.844428230197471385e-04
9.731000000000000227e+02,6.762373370010348224e-03
9.732000000000000455e+02,2.743563356364910749e-03
9.733000000000000682e+02,6.169946493520172583e-03
9.734000000000000909e+02,5.447335187654350590e-03
9.735000000000000000e+02,2.242068356492371486e-03
9.736000000000000227e+02,3.510689287058281222e-03
9.737000000000000455e+02,7.160557162358473790e-04
9.738000000000000682e+02,5.109538749407387982e-03
9.739000000000000909e+02,4.847343967645224849e-03
9.740000000000000000e+02,2.869808085861965709e-03
9.741000000000000227e+02,1.734603605525861366e-03
9.742000000000000455e+02,4.414730537887704385e-03
9.743000000000000682e+02,5.509117305216694807e-03
9.744000000000000909e+02,1.138418043809596341e-03
9.745000000000000000e+02,2.607986616213767150e-03
9.746000000000000227e+02,3.688025732776326754e-03
9.747000000000000455e+02,2.988157727091230072e-03
9.748000000000000682e+02,2.313517137565345577e-03
9.749000000000000909e+02,5.132187339101219187e-03
9.750000000000000000e+02,3.644885159497529819e-03
9.751000000000000227e+02,1.700562684197609456e-03
9.752000000000000455e+02,9.882375376615022688e-03
9.753000000000000682e+02,3.580121883530178618e-03
9.754000000000000909e+02,3.171557005763434196e-03
9.755000000000000000e+02,7.689709338325874562e-03
9.756000000000000227e+02,4.897448015718204942e-03
9.757000000000000455e+02,4.679894815374291070e-03
9.758000000000000682e+02,7.599315677829001844e-03
9.759000000000000909e+02,3.761723041845022476e-03
9.760000000000000000e+02,3.718792978647861812e-03
9.761000000000000227e+02,2.304132736185261158e-03
9.762000000000000455e+02,4.353500644381419482e-03
9.763000000000000682e+02,1.713138337231399824e-03
9.764000000000000909e+02,5.876217240166696845e-03
9.765000000000000000e+02,2.539153855830579305e-03
9.766000000000000227e+02,1.397251747007981259e-03
9.767000000000000455e+02,3.049054093335058259e-03
9.768000000000000682e+02,3.024749697540865534e-03
9.769000000000000909e+02,3.608801549390982383e-03
9.770000000000000000e+02,6.163425852705925120e-03
9.771000000000000227e+02,9.618590805794158607e-03
9.772000000000000455e+02,5.379415161602447808e-03
9.773000000000000682e+02,3.368626372829978260e-03
9.774000000000000909e+02,3.784577454283241139e-03
9.775000000000000000e+02,5.670693722034784480e-03
9.776000000000000227e+02,3.251128937608237408e-03
9.777000000000000455e+02,4.980496919305064420e-03
9.778000000000000682e+02,7.502266586695292665e-03
9.779000000000000909e+02,3.162091141255437589e-03
9.780000000000000000e+02,5.165864087650329749e-03
9.781000000000000227e+02,3.222548176932337263e-03
9.782000000000000455e+02,5.536602413730366649e-03
9.783000000000000682e+02,4.285914720236352372e-03
9.784000000000000909e+02,6.941277974038223379e-04
9.785000000000000000e+02,6.419809571145991892e-03
9.786000000000000227e+02,3.804896092449704028e-03
9.787000000000000455e+02,3.291334241767994440e-03
9.788000000000000682e+02,4.427905992106457959e-03
9.789000000000000909e+02,4.368151055188042309e-03
9.790000000000000000e+02,2.475632119511221845e-03
9.791000000000000227e+02,1.676500881561986209e-03
9.792000000000000455e+02,1.228715682447345829e-03
9.793000000000000682e+02,9.634948630409900447e-03
9.794000000000000909e+02,6.082290297318540193e-03
9.795000000000000000e+02,6.754990878911263860e-03
9.796000000000000227e+02,7.950780748622630206e-03
9.797000000000000455e+02,2.583249673201472134e-03
9.798000000000000682e+02,6.650947625144633911e-03
9.799000000000000909e+02,1.779669568157342570e-03
9.800000000000000000e+02,5.554211159830713639e-03
9.801000000000000227e+02,5.386773651776943263e-03
9.802000000000000455e+02,4.699415070577614255e-03
